perturbation_scale,source_var,worst_DRUM (plug-in),mean_DRUM (plug-in),median_DRUM (plug-in),q95_DRUM (plug-in),worst_DRUM,mean_DRUM,median_DRUM,q95_DRUM,worst_naive,mean_naive,median_naive,q95_naive,worst_duchi,mean_duchi,median_duchi,q95_duchi
0.5,6.180454326906306,1.476770998026977,1.093378133166191,1.0896037228468771,1.3410215152532956,1.227283018517498,0.8965544684067315,0.8929872211403129,1.1079394641227964,3.561190977872995,2.8269503033782253,2.837680263002703,3.3178399095382383,3.3511114743290635,2.639989755665405,2.649327622884087,3.116467163159449
1.0,6.180454326906306,1.6912688090797767,1.0351729603447621,1.0234899903714623,1.412765786434269,1.428960270662218,0.8704852655799306,0.8521421887008778,1.191627763139238,3.9716569471516516,2.6675539591191217,2.6758952028982295,3.493275329418829,3.737690140563846,2.484248904913567,2.4934733069259005,3.276371593114723
1.5,6.180454326906306,1.701828467862905,1.026408225400981,1.0007323589461266,1.4077036553002444,1.466323736119697,0.9157911700866385,0.9016666722388064,1.2316755016820233,3.982961207562559,2.4850965584359654,2.4760203852010765,3.4572144177734483,3.7415305122936657,2.307904732389287,2.2932542916054803,3.2340831897036777
