DRUM (plug-in),DRUM,naive,duchi
1.1942596442574378,0.9712049343409032,2.986700405449489,2.78240590794229
1.224911238171878,1.0210543340356195,3.1374165592810113,2.92432339750221
1.1922076773676589,0.9939896687777089,2.995851329592317,2.8062402031930347
0.9930862132293582,0.8033306578874502,2.42428049199305,2.2290684403245193
1.0522223933644677,0.8461869859863737,2.741137301256669,2.542889759771038
0.7468714143254691,0.6360683441985331,1.9492855714452106,1.8127928273542513
1.2241956816787585,1.0121520703954874,2.995502451500975,2.7818391566698124
1.2155858108693103,1.0222734767295472,2.9907025487638417,2.7836824242483944
1.156737503632385,0.9543400365420186,2.885217779705348,2.691592993220205
1.0338410074501807,0.8698292976287205,2.7802998636256406,2.581990953632726
1.1208511026144052,0.9281202371834958,2.9223320222862217,2.7230733775984732
1.1861943648048847,0.963823431854528,3.120122969225878,2.9001340742488044
0.9591836208701217,0.7846304631882641,2.513463293226334,2.327088143982136
0.9989979908695963,0.8362818152931853,2.7379869419829763,2.5670315350381214
0.7263420770139268,0.626638554707035,1.8404442799536453,1.6726392657648037
0.6842031292255185,0.5894173752999246,1.905895469442903,1.7546614264976585
1.3844218915119089,1.1534102812228966,3.3947221119970354,3.172719927593148
1.0126666138362457,0.8560458979609751,2.694639385027449,2.501531804638573
1.4610262178739453,1.2003803927066272,3.563307845637338,3.3419328126533556
0.6597424381238327,0.5664150943848709,1.8273643552461416,1.6645587284573762
0.947335322425698,0.7704978987559521,2.5978402423102573,2.423001247699808
0.7959519147327835,0.6894205490361789,2.1000722842032236,1.9656929546465547
0.9072347326543982,0.784088014558648,2.3844386181265063,2.2021769001106195
1.042539588099186,0.8724032352266957,2.6860242651201336,2.4808613388228906
0.8509808232825303,0.7310696784255036,2.4305452826992635,2.273037939795569
0.9790111794135457,0.815916459411245,2.5636284237523714,2.368602530074649
1.2745182241304378,1.0472659908486661,3.00277997897469,2.803594039449951
1.482972354072626,1.2415077494696831,3.658705118292892,3.4497245383037383
1.0657947851835634,0.9309295643790524,2.3522030601802086,2.211093032317038
0.8990574201105137,0.7491517347418878,2.2051344663068972,2.0315201406782575
