DRUM (plug-in),DRUM,naive,duchi
1.1249004873571669,1.048271953426293,2.663958500395591,2.3622255104264993
1.1748043625602946,1.1981710819242581,2.9282505719268577,2.645770125856449
1.1049731047210072,1.0368726718391248,2.805093910109921,2.502283531961304
0.9793895715089248,1.0372198331160702,2.0236621326378708,1.830565819117693
1.1637904964387689,1.1460290236713813,2.7222556592681975,2.4717571671538936
0.6953112419866615,0.652582953798877,1.378071648005534,1.2375173761399854
1.2407615616795356,1.2207349659216329,2.8146195628964206,2.5275552094677236
1.0373181962371048,1.0325877554245606,2.554993489639411,2.266512451224921
1.0673143748733025,0.9939033029215015,2.6308536879839752,2.339297840641156
0.9709426672984629,0.9725184776009649,2.4485735843571637,2.186101259205802
0.9735788146906822,0.9863728596644937,2.4119175131642456,2.1455372013648626
1.0058684178398387,0.983641839604661,2.588150924652768,2.3098957675507594
0.895209666014485,0.9050460077241114,2.1528027846480966,1.913665653907013
1.0007114922415785,1.0243931693322712,2.5035799418731495,2.2493572081837363
0.8626617524117228,0.849745417234639,1.4486145496656766,1.3100606747460952
0.7200182191305257,0.6902840038631546,1.3982265960879103,1.2397667795037552
1.2513964353508022,1.2164848836260664,3.096496725395648,2.762683129933701
0.846097716847975,0.8526956173527618,2.1259179539052107,1.8959996792742793
1.401548708714437,1.3908310038065896,3.356568570726671,3.031561221016433
0.7138040293822111,0.7973554308241043,1.4986759025526837,1.3624590727704742
0.9032074867429212,0.9078047355880178,2.2824471909506445,2.0390066508442293
0.7195454139431776,0.7183184835928058,1.755923880061987,1.5642050493037818
0.788463805002134,0.8082120191348053,1.7108764238028502,1.5461152493930146
0.9272610358767308,0.949385269663096,2.2378808715865723,1.988691482818094
0.9015414679630632,1.0103199525651543,2.2700265823134487,2.0605561510773214
0.8521292668904856,0.8696817624305002,2.110272849001857,1.8813602464951367
1.1063865971983005,1.0177097517840712,2.607613840205352,2.331023123258076
1.4773300036693477,1.461990255808373,3.5162537113180146,3.168945416291945
1.0247849853476247,0.9511663687467319,1.770401487140209,1.6164816886852487
0.7785549306333653,0.8217785003434096,1.7031451892382208,1.4963518696685711
1.0169241289037836,1.0284136967322215,2.484676759861728,2.2232775781794563
1.0086207779778855,0.9806231435483738,2.4532010021184902,2.1931013053548374
0.9599070986462146,0.9528421141320712,2.334298900317921,2.0777307346701566
0.8992229010121827,0.8454779871638142,2.0737168494184393,1.839582149354982
0.8109446543881129,0.8429758508909386,2.059740783963556,1.8278621997428046
